school_code_std,school_name,main_branch,school_type,region,establishment,related_law,corp_name,school_status,school_name_en,road_address,lot_address,zip_code,founded_date,homepage,uploaded_at
0000170,장로회신학대학교,본교,대학교,서울,사립,고등교육법,장로회신학대학교,기존,Presbyterian University & Theological Seminary,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)",서울특별시 광진구 광장동 353,04965,1961-02-02,www.puts.ac.kr,2026-08-01T19:45:45.673Z
0000171,전주대학교,본교,대학교,전북,사립,고등교육법,신동아학원,기존,Jeonju University,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),전북특별자치도 전주시 완산구 효자동3가 1203,55069,1953-05-05,www.jj.ac.kr,2026-08-01T19:45:45.673Z
0000172,조선대학교,본교,대학교,전남광주,사립,고등교육법,조선대학교,기존,Chosun University,전남광주통합특별시 동구 조선대길 146(서석동),전남광주통합특별시 동구 서석동 375,61452,1946-09-29,www.chosun.ac.kr,2026-08-01T19:45:45.673Z
0000173,중부대학교,본교,대학교,충남,사립,고등교육법,중부학원,기존,Joongbu University,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",충청남도 금산군 추부면 마전리 755,32713,1993-03-01,www.joongbu.ac.kr,2026-08-01T19:45:45.673Z
0000174,중앙대학교,제2캠퍼스,대학교,경기,사립,고등교육법,중앙대학교,기존,Chung-Ang University,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",경기도 안성시 대덕면 내리 10-1,17546,1916-10-17,www.cau.ac.kr,2026-08-01T19:45:45.673Z
0000175,중앙대학교,본교,대학교,서울,사립,고등교육법,중앙대학교,기존,Chung-Ang University,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",서울특별시 동작구 흑석동 221,06974,1916-10-17,www.cau.ac.kr,2026-08-01T19:45:45.673Z
0000177,중앙승가대학교,본교,대학교,경기,사립,고등교육법,승가학원,기존,Joong-Ang Sangha University,경기도 김포시 승가로 123 (풍무동),경기도 김포시 풍무동 671-1,10118,1979-03-18,admission.sangha.ac.kr,2026-08-01T19:45:45.673Z
0000178,백석대학교,본교,대학교,충남,사립,고등교육법,백석대학교,기존,Baekseok University,충청남도 천안시 동남구 백석대학로 1 (안서동),충청남도 천안시 동남구 안서동 115,31065,1994-03-01,www.bu.ac.kr,2026-08-01T19:45:45.673Z
0000179,청주대학교,본교,대학교,충북,사립,고등교육법,청석학원,기존,Cheongju University,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",충청북도 청주시 청원구 우암동 213,28503,1947-06-06,www.cju.ac.kr,2026-08-01T19:45:45.673Z
0000180,총신대학교,본교,대학교,서울,사립,고등교육법,대한예수교장로회 총신대학교,기존,Chongshin University,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",서울특별시 동작구 사당동 200-1,06988,1967-06-02,www.chongshin.ac.kr,2026-08-01T19:45:45.673Z
0000181,추계예술대학교,본교,대학교,서울,사립,고등교육법,추계학원,기존,Chugye University For The Arts,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",서울특별시 서대문구 북아현동 190-1,03762,1996-12-11,www.chugye.ac.kr,2026-08-01T19:45:45.673Z
0000182,한국침례신학대학교,본교,대학교,대전,사립,고등교육법,한국침례신학원,기존,Korea Baptist Theological University/Seminary,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학)",대전광역시 유성구 하기동 산 15-3,34098,1973-12-22,www.kbtus.ac.kr,2026-08-01T19:45:45.673Z
0000184,칼빈대학교,본교,대학교,경기,사립,고등교육법,칼빈신학원,기존,Calvin University,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)",경기도 용인시 기흥구 마북동 산 11-1,16911,1997-03-03,www.calvin.ac.kr,2026-08-01T19:45:45.673Z
0000186,평택대학교,본교,대학교,경기,사립,고등교육법,피어선기념학원,기존,Pyeongtaek University,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)",경기도 평택시 용이동 605,17869,1990-11-28,www.ptu.ac.kr,2026-08-01T19:45:45.673Z
0000187,차의과학대학교,본교,대학교,경기,사립,고등교육법,성광학원,기존,CHA University,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) 차의과학대학교",경기도 포천시 동교동 198-1,11160,1996-12-11,www.cha.ac.kr,2026-08-01T19:45:45.673Z
0000188,포항공과대학교,본교,대학교,경북,사립,고등교육법,포항공과대학교,기존,Pohang University of Science and Technology (POSTECH),"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",경상북도 포항시 남구 지곡동 산 260-1,37673,1986-12-03,www.postech.ac.kr,2026-08-01T19:45:45.673Z
0000189,한국기술교육대학교,본교,대학교,충남,사립,고등교육법,한국기술교육대학교,기존,Korea University of Technology and Education,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",충청남도 천안시 동남구 병천면 가전리 307,31253,1991-11-02,www.koreatech.ac.kr,2026-08-01T19:45:45.673Z
0000191,한국성서대학교,본교,대학교,서울,사립,고등교육법,한국복음주의학원,기존,Korean Bible University,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",서울특별시 노원구 상계동 205-4,01757,1996-12-11,www.bible.ac.kr,2026-08-01T19:45:45.673Z
0000192,한국외국어대학교,본교,대학교,서울,사립,고등교육법,동원육영회,기존,Hankuk University of Foreign Studies,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",서울특별시 동대문구 이문동 270-1,02450,1954-04-20,www.hufs.ac.kr,2026-08-01T19:45:45.673Z
0000194,한국항공대학교,본교,대학교,경기,사립,고등교육법,정석인하학원,기존,Korea Aerospace University,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)",경기도 고양시 덕양구 현천동 247-3,10540,1952-06-16,www.kau.ac.kr,2026-08-01T19:45:45.673Z
0000195,한남대학교,본교,대학교,대전,사립,고등교육법,대전기독학원,기존,Hannam University,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",대전광역시 대덕구 오정동 133,34430,1956-03-13,www.hannam.ac.kr,2026-08-01T19:45:45.673Z
0000196,한동대학교,본교,대학교,경북,사립,고등교육법,한동대학교,기존,Handong Global University,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",경상북도 포항시 북구 흥해읍 남송리 3,37554,1994-12-02,www.handong.edu,2026-08-01T19:45:45.673Z
0000197,한라대학교,본교,대학교,강원,사립,고등교육법,배달학원,기존,Halla University,강원특별자치도 원주시 흥업면 한라대길 28,강원특별자치도 원주시 흥업면 흥업리 980,26404,1997-03-01,www.halla.ac.kr,2026-08-01T19:45:45.673Z
0000198,한림대학교,본교,대학교,강원,사립,고등교육법,일송학원,기존,Hallym University,강원특별자치도 춘천시 한림대학길 1 (옥천동),강원특별자치도 춘천시 후평동 671,24252,1982-03-01,www.hallym.ac.kr,2026-08-01T19:45:45.673Z
0000199,한서대학교,본교,대학교,충남,사립,고등교육법,함주학원,기존,Hanseo University,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",충청남도 서산시 해미면 대곡리 337,31962,1991-11-15,www.hanseo.ac.kr,2026-08-01T19:45:45.673Z
0000200,한성대학교,본교,대학교,서울,사립,고등교육법,한성(漢城)학원,기존,Hansung University,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",서울특별시 성북구 삼선동2가 389,02876,1972-12-21,www.hansung.ac.kr,2026-08-01T19:45:45.673Z
0000201,한세대학교,본교,대학교,경기,사립,고등교육법,한세대학교,기존,Hansei University,경기도 군포시 한세로 30 (당정동),경기도 군포시 당정동 964-3,15852,1953-05-10,www.hansei.ac.kr,2026-08-01T19:45:45.673Z
0000202,한신대학교,본교,대학교,경기,사립,고등교육법,한신학원,기존,Hanshin University,"경기도 오산시 한신대길 137 (양산동, 한신대학교)",경기도 오산시 양산동 469-2,18101,1940-04-19,www.hs.ac.kr,2026-08-01T19:45:45.673Z
0000203,한양대학교,본교,대학교,서울,사립,고등교육법,한양학원,기존,Hanyang University,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",서울특별시 성동구 사근동 110,04763,1948-07-01,www.hanyang.ac.kr,2026-08-01T19:45:45.673Z
0000204,한양대학교(ERICA),분교,대학교,경기,사립,고등교육법,한양학원,기존,Hanyang University Erica Campus,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)",경기도 안산시 상록구 사동 1271,15588,1979-01-10,www.hanyang.ac.kr,2026-08-01T19:45:45.673Z
0000205,서울한영대학교,본교,대학교,서울,사립,고등교육법,학교법인 한영신학대학교,기존,Seoul Hanyoung University,서울특별시 구로구 경인로 290-42 (개봉동),서울특별시 구로구 개봉동 415-9,08274,1996-11-11,shyu.ac.kr,2026-08-01T19:45:45.673Z
0000206,한일장신대학교,본교,대학교,전북,사립,고등교육법,한일신학,기존,Haniluniv.&Presb.Theol.Sem.,전북특별자치도 완주군 상관면 왜목로 726-15,전북특별자치도 완주군 상관면 신리 694-1,55359,1995-03-01,www.hanil.ac.kr,2026-08-01T19:45:45.673Z
0000207,협성대학교,본교,대학교,경기,사립,고등교육법,삼일학원,기존,HYUPSUNG UNIVERSITY,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)",경기도 화성시 효행구 봉담읍 상리 14-1,18330,1983-03-04,www.uhs.ac.kr,2026-08-01T19:45:45.673Z
0000208,호남대학교,본교,대학교,전남광주,사립,고등교육법,성인학원,기존,Honam University,"전남광주통합특별시 광산구 호남대길 120 (서봉동, 호남대학본부)",전남광주통합특별시 광산구 서봉동 61-1,62399,1981-07-31,www.honam.ac.kr,2026-08-01T19:45:45.673Z
0000209,호남신학대학교,본교,대학교,전남광주,사립,고등교육법,호남신학대학교,기존,Honam Theological University & Seminary,"전남광주통합특별시 남구 제중로 77 (양림동, 호남신학대학교)",전남광주통합특별시 남구 양림동 226-5,61642,1972-02-16,www.htus.ac.kr,2026-08-01T19:45:45.673Z
0000211,호서대학교,본교,대학교,충남,사립,고등교육법,호서학원,기존,Hoseo University,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",충청남도 아산시 배방읍 세출리 165,31499,1980-12-29,www.hoseo.ac.kr,2026-08-01T19:45:45.673Z
0000212,홍익대학교,본교,대학교,서울,사립,고등교육법,홍익학원,기존,Hongik University,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",서울특별시 마포구 상수동 72-1,04066,1946-04-25,www.hongik.ac.kr/,2026-08-01T19:45:45.673Z
0000215,가톨릭꽃동네대학교,본교,대학교,충북,사립,고등교육법,꽃동네현도학원,기존,Catholic Kkottongnae University,"충청북도 청주시 서원구 현도면 상삼길 133 (상삼리, 꽃동네대학교)",충청북도 청주시 서원구 현도면 상삼리 387,28211,1998-11-30,www.kkot.ac.kr,2026-08-01T19:45:45.673Z
0000216,남부대학교,본교,대학교,전남광주,사립,고등교육법,우암학원,기존,Nambu University,전남광주통합특별시 광산구 남부대길 1 (월계동),전남광주통합특별시 광산구 월계동 864-1,62271,1999-03-12,www.nambu.ac.kr,2026-08-01T19:45:45.673Z
0000218,예원예술대학교,본교,대학교,전북,사립,고등교육법,예원예술대학교,기존,Yewon Arts University,"전라북도 임실군 신평면 창인로 117 (창인리, 예원예술학교)",전북특별자치도 임실군 신평면 창인리 271,55913,2000-03-02,www.yewon.ac.kr,2026-08-01T19:45:45.673Z
0000219,예원예술대학교,제2캠퍼스,대학교,경기,사립,고등교육법,예원예술대학교,기존,Yewon Arts University,경기도 양주시 은현면 예원대학로 56,경기도 양주시 은현면 용암리 784-13,11429,2014-03-01,www.yewon.ac.kr,2026-08-01T19:45:45.673Z
0000221,목포가톨릭대학교,본교,대학교,전남광주,사립,고등교육법,골롬반학원,기존,Mokpo Catholic University,"전남광주통합특별시 목포시 영산로 697 (석현동, 목포가톨릭대학교)",전남광주통합특별시 목포시 석현동 894-1,58607,1999-12-17,www.mcu.ac.kr,2026-08-01T19:45:45.673Z
0000222,부산장신대학교,본교,대학교,경남,사립,고등교육법,부산장신대학교,기존,Busan Presbyterian University,경상남도 김해시 김해대로 1894-68 (구산동),경상남도 김해시 구산동 764,50883,2000-11-29,www.bpu.ac.kr,2026-08-01T19:45:45.673Z
0000224,금강대학교,본교,대학교,충남,사립,고등교육법,금강대학교,기존,Geumgang University,"충청남도 논산시 상월면 상월로 522 (대명리, 금강대학교)",충청남도 논산시 상월면 상도리 27-14,32906,2002-11-16,www.ggu.ac.kr,2026-08-01T19:45:45.673Z
0000228,예수대학교,본교,대학교,전북,사립,고등교육법,예수대학교,기존,Jesus University,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)",전북특별자치도 전주시 완산구 중화산동1가 168-1,54989,2003-03-01,www.jesus.ac.kr,2026-08-01T19:45:45.673Z
0000231,광주대학교,본교,대학교,전남광주,사립,고등교육법,호심학원,기존,Gwangju University,"전남광주통합특별시 남구 효덕로 277 (진월동, 광주대학교)",전남광주통합특별시 남구 진월동 592-1,61743,2004-03-01,www.gwangju.ac.kr,2026-08-01T19:45:45.673Z
0000233,화성의과학대학교,본교,대학교,경기,사립,고등교육법,신경학원,기존,HWASUNG MEDI-SCIENCE UNIVERSITY,경기도 화성시 남양읍 남양중앙로 400-5,경기도 화성시 만세구 남양읍 남양리 1483-1,18274,2004-04-07,www.hsmu.ac.kr/,2026-08-01T19:45:45.673Z
0000235,동명대학교,본교,대학교,부산,사립,고등교육법,동명문화학원,기존,Tongmyong University,"부산광역시 남구 신선로 428 (용당동, 동명대학교)",부산광역시 남구 용당동 485,48520,2006-03-01,www.tu.ac.kr,2026-08-01T19:45:45.673Z
0003193,영산대학교(해운대),본교,대학교,경남,사립,고등교육법,성심학원,폐교,Youngsan University,경상남도 양산시 주남로 288 (주남동) 영산대학교 양산캠퍼스,,50510,2005-12-21,www.ysu.ac.kr,2026-08-01T19:45:45.673Z
0003194,영산대학교(양산),제2캠퍼스,대학교,부산,사립,고등교육법,성심학원,폐교,Youngsan University,부산광역시 해운대구 반송순환로 142 (반송동) 영산대학교 해운대캠퍼스,,48015,2005-12-21,www.ysu.ac.kr,2026-08-01T19:45:45.673Z
0000238,대전신학대학교,본교,대학교,대전,사립,고등교육법,대전신학대학교,기존,Daejeon Theological University,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",대전광역시 대덕구 오정동 226-22,34432,2009-03-01,www.daejeon.ac.kr,2026-08-01T19:45:45.673Z
0000239,중원대학교,본교,대학교,충북,사립,고등교육법,대진교육재단,기존,Jungwon University,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",충청북도 괴산군 괴산읍 동부리 5,28024,2009-03-02,www.jwu.ac.kr,2026-08-01T19:45:45.673Z
0000240,우송대학교,본교,대학교,대전,사립,고등교육법,우송학원,기존,Woosong University,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",대전광역시 동구 자양동 155-3,34606,1995-03-01,www.wsu.ac.kr,2026-08-01T19:45:45.673Z
0000241,김천대학교,본교,대학교,경북,사립,고등교육법,김천대학교,기존,Gimcheon University,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)",경상북도 김천시 삼락동 754-1,39528,2010-03-01,www.gimcheon.ac.kr,2026-08-01T19:45:45.673Z
0000243,송원대학교,본교,대학교,전남광주,사립,고등교육법,송원대학교,기존,Songwon University,"전남광주통합특별시 남구 송암로 73 (송하동, 송원대학)",전남광주통합특별시 남구 송하동 365-1,61756,2012-03-01,www.songwon.ac.kr,2026-08-01T19:45:45.673Z
0000244,경운대학교,본교,대학교,경북,사립,고등교육법,숭선학원,기존,Kyungwoon University,경상북도 구미시 산동읍 강동로 730,경상북도 구미시 산동읍 인덕리 161-5,39160,2012-03-01,www.ikw.ac.kr,2026-08-01T19:45:45.673Z
0000245,남서울대학교,본교,대학교,충남,사립,고등교육법,성암학원,기존,Namseoul University,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",충청남도 천안시 서북구 성환읍 매주리 21,31020,1994-03-01,www.nsu.ac.kr/,2026-08-01T19:45:45.673Z
0000246,초당대학교,본교,대학교,전남광주,사립,고등교육법,초당학원,기존,Chodang University,"전남광주통합특별시 무안군 무안읍 무안로 380 (성남리, 초당대학교)",전남광주통합특별시 무안군 무안읍 성남리 419,58530,1994-03-07,www.cdu.ac.kr,2026-08-01T19:45:45.673Z
0000247,한국공학대학교,본교,대학교,경기,사립,고등교육법,한국산업기술대학,기존,Tech University of Korea,경기도 시흥시 산기대학로 237 (정왕동),경기도 시흥시 정왕동 2121-1,15073,1998-03-07,www.tukorea.ac.kr,2026-08-01T19:45:45.673Z
0000248,제주국제대학교,본교,대학교,제주,사립,고등교육법,동원교육학원,기존,Jejuinternationaluniversity,제주특별자치도 제주시 516로 2870 (영평동),제주특별자치도 제주시 영평동 2235,63309,2012-03-01,www.jeju.ac.kr,2026-08-01T19:45:45.673Z
0000249,창신대학교,본교,대학교,경남,사립,고등교육법,학교법인 우정학원,기존,Changshin University,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",경상남도 창원시 마산회원구 합성동 1,51352,2013-03-04,www.cs.ac.kr,2026-08-01T19:45:45.673Z
0000250,울산과학기술원,본교,대학교,울산,특별법법인,특별법법인,울산과학기술원,기존,Ulsan National Institute of Science and Technology,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원)",울산광역시 울주군 언양읍 반연리 산 69-3,44919,2009-03-02,www.unist.ac.kr,2026-08-01T19:45:45.673Z
0000251,공주교육대학교,본교,교육대학,충남,국립,고등교육법,해당없음,기존,Gongju National University Of Education,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",충청남도 공주시 봉황동 376-1,32553,1938-04-01,www.gjue.ac.kr,2026-08-01T19:45:45.673Z
0000252,광주교육대학교,본교,교육대학,전남광주,국립,고등교육법,해당없음,기존,Gwangju National University Of Education,"전남광주통합특별시 북구 필문대로 55 (풍향동, 광주교육대학교)",전남광주통합특별시 북구 풍향동 1-1,61204,1963-03-01,www.gnue.ac.kr,2026-08-01T19:45:45.673Z
0000253,대구교육대학교,본교,교육대학,대구,국립,고등교육법,해당없음,기존,Daegu National University Of Education,"대구광역시 남구 중앙대로 219 (대명동, 대구교육대학교)",대구광역시 남구 대명동 1797-8,42411,1950-03-25,www.dnue.ac.kr,2026-08-01T19:45:45.673Z
0000254,부산교육대학교,본교,교육대학,부산,국립,고등교육법,해당없음,기존,Busan National University Of Education,"부산광역시 연제구 교대로 24 (거제동, 부산교육대학교) 교무처",부산광역시 연제구 거제동 256-1,47503,1946-09-02,www.bnue.ac.kr,2026-08-01T19:45:45.673Z
0000255,서울교육대학교,본교,교육대학,서울,국립,고등교육법,해당없음,기존,Seoul National University Of Education,"서울특별시 서초구 서초중앙로 96 (서초동, 서울교육대학교)",서울특별시 서초구 서초동 1650,06639,1946-05-22,www.snue.ac.kr,2026-08-01T19:45:45.673Z
0000256,경인교육대학교,본교,교육대학,인천,국립,고등교육법,해당없음,기존,Gyeongin National University Of Education,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교)",인천광역시 계양구 계산동 857-87,21044,1962-02-17,www.ginue.ac.kr,2026-08-01T19:45:45.673Z
0000257,경인교육대학교,제2캠퍼스,교육대학,경기,국립,고등교육법,해당없음,기존,Gyeongin National University Of Education,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교)",경기도 안양시 만안구 석수동 6-26,13910,2005-03-01,www.ginue.ac.kr,2026-08-01T19:45:45.673Z
0000258,전주교육대학교,본교,교육대학,전북,국립,고등교육법,해당없음,기존,Jeonju National University Of Education,전북특별자치도 전주시 완산구 서학로 50 (동서학동),전북특별자치도 전주시 완산구 동서학동 213,55101,1963-03-01,www.jnue.kr,2026-08-01T19:45:45.673Z
0000260,진주교육대학교,본교,교육대학,경남,국립,고등교육법,해당없음,기존,Chinju National Uinversity Of Education,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",경상남도 진주시 신안동 380,52673,1963-01-01,www.cue.ac.kr,2026-08-01T19:45:45.673Z
0000261,청주교육대학교,본교,교육대학,충북,국립,고등교육법,해당없음,기존,Cheongju National University of Education,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",충청북도 청주시 서원구 수곡동 135-1,28690,1962-02-17,www.cje.ac.kr,2026-08-01T19:45:45.673Z
0000262,춘천교육대학교,본교,교육대학,강원,국립,고등교육법,해당없음,기존,Chuncheon National University Of Education,강원특별자치도 춘천시 공지로 126 (석사동),강원특별자치도 춘천시 석사동 339,24328,1939-04-01,www.cnue.ac.kr,2026-08-01T19:45:45.673Z
0000263,한밭대학교(산업대),본교,산업대학,대전,국립,고등교육법,해당없음,폐교,Hanbat National University,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",대전광역시 유성구 덕명동 16-1,34158,1927-05-20,www.hanbat.ac.kr,2026-08-01T19:45:45.673Z
0000269,진주산업대학교(산업대),본교,산업대학,경남,국립,고등교육법,해당없음,폐교,Jinju National University,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",경상남도 진주시 칠암동 150-1,52725,1910-04-30,www.gntech.ac.kr,2026-08-01T19:45:45.673Z
0000273,한국방송통신대학교,본교,방송통신대학,서울,국립,고등교육법,해당없음,기존,Korea National Open University,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)",서울특별시 종로구 동숭동 169-1,03087,1972-03-09,www.knou.ac.kr,2026-08-01T19:45:45.673Z
0000276,남서울대학교(산업대),본교,산업대학,충남,사립,고등교육법,성암학원,폐교,Namseoul University,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",충청남도 천안시 서북구 성환읍 매주리 21,31020,1994-04-14,www.nsu.ac.kr,2026-08-01T19:45:45.673Z
0000281,우송대학교(산업대),본교,산업대학,대전,사립,고등교육법,우송학원,폐교,Woosong University,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",대전광역시 동구 자양동 155-3,34606,1995-03-01,www.wsu.ac.kr,2026-08-01T19:45:45.673Z
0000282,호원대학교,본교,산업대학,전북,사립,고등교육법,정은학원,기존,Howon University,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",전북특별자치도 군산시 임피면 월하리 727,54058,1978-03-02,www.howon.ac.kr,2026-08-01T19:45:45.673Z
0000284,청운대학교,본교,산업대학,충남,사립,고등교육법,혜전학원,기존,Chungwoon University,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",충청남도 홍성군 홍성읍 남장리 392-1,32244,1994-12-03,www.chungwoon.ac.kr,2026-08-01T19:45:45.673Z
0000285,경운대학교(산업대),본교,산업대학,경북,사립,고등교육법,숭선학원,폐교,Kyungwoon University,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,1997-03-01,www.ikw.ac.kr,2026-08-01T19:45:45.673Z
0000288,정석대학,본교,기술대학,서울,사립,고등교육법,한진학원,기존,Jungseok Institute Of Technology,서울특별시 강서구 오정로 576 (공항동),서울특별시 강서구 공항동 369-2,07505,2000-03-01,,2026-08-01T19:45:45.673Z
0000317,순복음총회신학교,본교,각종학교(대학),충북,사립,고등교육법,순총학원,기존,Korea Christian College,충청북도 제천시 덕산면 도전로 320 (도전리),충청북도 제천시 덕산면 도전리 486,27223,2010-03-08,www.kcc.ac.kr,2026-08-01T19:45:45.673Z
0000318,경희사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,경희학원,기존,Kyung Hee Cyber University,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)",서울특별시 동대문구 회기동 1-5,02447,2001-03-03,www.khcu.ac.kr,2026-08-01T19:45:45.673Z
0000319,국제사이버대학교,본교,사이버대학(대학),경기,사립,고등교육법,광동학원,기존,Gukje Cyber University,경기도 수원시 팔달구 경수대로 490 (인계동),경기도 수원시 팔달구 인계동 950-12,16487,2003-03-01,www.gjcu.ac.kr,2026-08-01T19:45:45.673Z
0000320,대구사이버대학교,본교,사이버대학(대학),경북,사립,고등교육법,영광학원,기존,Daegu Cyber University,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",경상북도 경산시 진량읍 내리리 15,38453,2001-11-10,www.dcu.ac.kr,2026-08-01T19:45:45.673Z
0000321,부산디지털대학교,본교,사이버대학(대학),부산,사립,고등교육법,동서학원,기존,Busandigital University,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)",부산광역시 사상구 주례동 166-215,47011,2001-11-01,www.bdu.ac.kr,2026-08-01T19:45:45.673Z
0000322,서울디지털대학교,본교,사이버대학(대학),서울,사립,고등교육법,서울디지털대학교,기존,Seoul Digital University,"서울특별시 강서구 공항대로 424 (화곡동, 서울디지털대학교)",서울특별시 강서구 화곡동 1107-2,07654,2001-03-01,www.sdu.ac.kr,2026-08-01T19:45:45.673Z
0000323,서울사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,신일학원,기존,Seoul Cyber University,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)",서울특별시 강북구 미아동 193-15,01133,2000-11-30,www.iscu.ac.kr,2026-08-01T19:45:45.673Z
0000325,세종사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,대양학원,기존,Sejong Cyber University,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)",서울특별시 광진구 군자동 111-1,05000,2001-03-01,home.sjcu.ac.kr/ko/index.do,2026-08-01T19:45:45.673Z
0000326,한국열린사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,학교법인 열린학원,기존,Open Cyber University Of Korea (OCU),"서울특별시 중랑구 망우로 353, C동 9층(상봉프레미어스엠코)",서울특별시 중랑구 상봉동 500,02087,2001-03-01,www.ocu.ac.kr,2026-08-01T19:45:45.673Z
0000327,원광디지털대학교,본교,사이버대학(대학),전북,사립,고등교육법,원광학원,기존,Wonkwang Digital University,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)",전북특별자치도 익산시 신동 272,54538,2002-03-01,www.wdu.ac.kr,2026-08-01T19:45:45.673Z
0000328,고려사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,고려중앙학원,기존,Korea Cyber University,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)",서울특별시 종로구 계동 1-21,03051,2001-02-20,www.koreacu.ac.kr,2026-08-01T19:45:45.673Z
0000329,숭실사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,숭실사이버대학교,기존,Korea Soongsil Cyber University,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔)",서울특별시 종로구 익선동 34,03132,2000-11-30,www.kcu.ac,2026-08-01T19:45:45.673Z
0000330,디지털서울문화예술대학교,본교,사이버대학(대학),서울,사립,고등교육법,학교법인 서울문화예술대학교,기존,Digital Seoul Culture Arts University,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교)",서울특별시 서대문구 홍제동 318-18,03645,2010-03-01,www.scau.ac.kr,2026-08-01T19:45:45.673Z
0000331,한양사이버대학교,본교,사이버대학(대학),서울,사립,고등교육법,한양학원,기존,Hanyang Cyber University,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)",서울특별시 성동구 사근동 110,04763,2002-03-01,www.hycu.ac.kr,2026-08-01T19:45:45.673Z
0000332,사이버한국외국어대학교,본교,사이버대학(대학),서울,사립,고등교육법,동원육영회,기존,Cyber Hankuk University Of Foreign Studies,서울특별시 동대문구 이문로 107 (이문동) 사이버한국외국어대학교,서울특별시 동대문구 이문동 270-1,02450,2004-03-01,www.cufs.ac.kr,2026-08-01T19:45:45.673Z
