year,half,school_kind,estb,school_division,region,status,school_code_std,school_name,student_quota,recruitment_suspension,enrolled_total,enrolled_within,enrolled_outside,fill_rate,fill_rate_within,uploaded_at
2022,상반기,기능대학,사립,,경기,기존,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,660,0,545,456,89,82.6,69.1,2026-08-07T09:07:29.509Z
2021,하반기,기능대학,사립,,경남,기존,0000638,한국폴리텍 특성화대학 항공캠퍼스,480,0,486,419,67,101.3,87.3,2026-08-07T09:07:29.509Z
2022,상반기,기능대학,사립,,경남,기존,0000638,한국폴리텍 특성화대학 항공캠퍼스,480,0,411,352,59,85.6,73.3,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,강원,기존,0000553,한림성심대학교,2613,0,2671,2083,588,102.2,79.7,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,강원,기존,0000553,한림성심대학교,2503,0,2761,2149,612,110.3,85.9,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,서울,기존,0000554,한양여자대학교,6218,0,6280,5437,843,101,87.4,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,서울,기존,0000554,한양여자대학교,6184,0,6895,5999,896,111.5,97,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,전남,기존,0000555,한영대학교,1250,0,1270,1023,247,101.6,81.8,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,전남,기존,0000555,한영대학교,1215,0,1424,1159,265,117.2,95.4,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,충남,기존,0000556,혜전대학교,2728,0,2423,1977,446,88.8,72.5,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,충남,기존,0000556,혜전대학교,2657,0,2379,1921,458,89.5,72.3,2026-08-07T09:07:29.509Z
2021,하반기,전문대학,사립,,경북,기존,0000415,호산대학교,1784,0,1826,1377,449,102.4,77.2,2026-08-07T09:07:29.509Z
2022,상반기,전문대학,사립,,경북,기존,0000415,호산대학교,1813,68,1816,1447,369,104.1,82.9,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0002749,가야대학교(고령)_제2캠퍼스,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0002749,가야대학교(고령)_제2캠퍼스,0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경남,기존,0002748,가야대학교(김해),2434,0,2049,1873,176,84.2,77,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경남,기존,0002748,가야대학교(김해),2317,0,2022,1860,162,87.3,80.3,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0000063,가천대학교,15326,0,17787,15080,2707,116.1,98.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0000063,가천대학교,15438,0,19308,16251,3057,125.1,105.3,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,강원,기존,0000072,가톨릭관동대학교,8498,0,7531,6915,616,88.6,81.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,강원,기존,0000072,가톨릭관동대학교,8420,0,7458,6872,586,88.6,81.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충북,기존,0000215,가톨릭꽃동네대학교,432,0,440,416,24,101.9,96.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충북,기존,0000215,가톨릭꽃동네대학교,432,0,428,404,24,99.1,93.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0000046,가톨릭대학교,5998,0,6504,5707,797,108.4,95.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0000046,가톨릭대학교,6088,0,6977,6122,855,114.6,100.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000048,가톨릭대학교_제2캠퍼스,878,0,921,865,56,104.9,98.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000048,가톨릭대학교_제2캠퍼스,878,0,921,873,48,104.9,99.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000049,가톨릭대학교_제3캠퍼스,210,0,225,212,13,107.1,101,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000049,가톨릭대학교_제3캠퍼스,200,0,224,213,11,112,106.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000050,감리교신학대학교,800,0,769,734,35,96.1,91.8,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000050,감리교신학대학교,800,0,740,707,33,92.5,88.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0000051,강남대학교,5986,0,6093,5537,556,101.8,92.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0000051,강남대학교,5964,0,6597,6059,538,110.6,101.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000079,강서대학교,1141,0,1311,999,312,114.9,87.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000079,강서대학교,1108,0,1629,1124,505,147,101.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,강원,기존,0000003,강원대학교,12139,0,13000,11904,1096,107.1,98.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,강원,기존,0000003,강원대학교,12164,0,13610,12488,1122,111.9,102.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,강원,기존,0000004,강원대학교_제2캠퍼스,6116,0,5386,5028,358,88.1,82.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,강원,기존,0000004,강원대학교_제2캠퍼스,6116,0,5687,5323,364,93,87,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충북,기존,0000053,건국대학교(글로컬)_분교,6231,0,6624,5900,724,106.3,94.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충북,기존,0000053,건국대학교(글로컬)_분교,6196,0,7014,6288,726,113.2,101.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000052,건국대학교,12138,0,14607,11866,2741,120.3,97.8,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000052,건국대학교,12138,0,15751,12863,2888,129.8,106,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충남,기존,0000054,건양대학교,3485,0,3460,3192,268,99.3,91.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충남,기존,0000054,건양대학교,3410,0,3277,3037,240,96.1,89.1,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,대전,기존,0000055,건양대학교_제2캠퍼스,3405,0,3461,3231,230,101.6,94.9,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,대전,기존,0000055,건양대학교_제2캠퍼스,3390,0,3477,3237,240,102.6,95.5,2026-08-07T09:07:29.509Z
2020,하반기,사이버대학(대학),사립,,대전,기존,0000335,건양사이버대학교,3000,0,3236,2685,551,107.9,89.5,2026-08-07T09:07:29.509Z
2021,상반기,사이버대학(대학),사립,,대전,기존,0000335,건양사이버대학교,2975,0,3489,2839,650,117.3,95.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0000056,경기대학교,10447,0,11241,9891,1350,107.6,94.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0000056,경기대학교,10445,0,11946,10466,1480,114.4,100.2,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000058,경기대학교_제2캠퍼스,1312,0,2024,1323,701,154.3,100.8,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000058,경기대학교_제2캠퍼스,1312,0,2087,1362,725,159.1,103.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,경남,폐교,0000035,경남과학기술대학교,4767,0,4562,4361,201,95.7,91.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,경남,폐교,0000035,경남과학기술대학교,4736,0,4752,4531,221,100.3,95.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경남,기존,0000059,경남대학교,11569,0,10473,9682,791,90.5,83.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경남,기존,0000059,경남대학교,11391,0,10792,9963,829,94.7,87.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,강원,기존,0000060,경동대학교,1000,0,1105,597,508,110.5,59.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,강원,기존,0000060,경동대학교,472,0,751,277,474,159.1,58.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,강원,기존,0002574,경동대학교_제3캠퍼스,3710,0,3879,3554,325,104.6,95.8,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,강원,기존,0002574,경동대학교_제3캠퍼스,3743,0,3990,3654,336,106.6,97.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0002744,경동대학교_제4캠퍼스,2430,0,2372,2114,258,97.6,87,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0002744,경동대학교_제4캠퍼스,2784,0,2808,2561,247,100.9,92,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,대구,기존,0000005,경북대학교,19070,0,20415,18359,2056,107.1,96.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,대구,기존,0000005,경북대학교,19070,0,21556,19365,2191,113,101.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,경남,기존,0000007,경상국립대학교,12360,0,13115,11987,1128,106.1,97,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,경남,기존,0000007,경상국립대학교,12626,0,13549,12407,1142,107.3,98.3,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,부산,기존,0000062,경성대학교,11225,0,11497,10007,1490,102.4,89.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,부산,기존,0000062,경성대학교,11225,0,12396,10789,1607,110.4,96.1,2026-08-07T09:07:29.509Z
2020,하반기,산업대학,사립,,경북,폐교,0000285,경운대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2021,상반기,산업대학,사립,,경북,폐교,0000285,경운대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000244,경운대학교,4736,0,4026,3805,221,85,80.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000244,경운대학교,4736,0,4397,4172,225,92.8,88.1,2026-08-07T09:07:29.509Z
2020,하반기,교육대학,국립,,인천,기존,0000256,경인교육대학교,2392,0,1262,1146,116,52.8,47.9,2026-08-07T09:07:29.509Z
2021,상반기,교육대학,국립,,인천,기존,0000256,경인교육대학교,2392,0,1300,1182,118,54.3,49.4,2026-08-07T09:07:29.509Z
2020,하반기,교육대학,국립,,경기,기존,0000257,경인교육대학교_제2캠퍼스,0,0,1364,1240,124,0,0,2026-08-07T09:07:29.509Z
2021,상반기,교육대학,국립,,경기,기존,0000257,경인교육대학교_제2캠퍼스,0,0,1330,1177,153,0,0,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000064,경일대학교,6356,0,6194,5573,621,97.5,87.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000064,경일대학교,6356,0,6875,6150,725,108.2,96.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000066,경희대학교,19686,0,24654,19127,5527,125.2,97.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000066,경희대학교,19683,0,26582,20492,6090,135.1,104.1,2026-08-07T09:07:29.509Z
2020,하반기,사이버대학(대학),사립,,서울,기존,0000318,경희사이버대학교,9080,0,9535,6721,2814,105,74,2026-08-07T09:07:29.509Z
2021,상반기,사이버대학(대학),사립,,서울,기존,0000318,경희사이버대학교,9100,0,10720,7715,3005,117.8,84.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,대구,기존,0000068,계명대학교,18722,0,19845,17737,2108,106,94.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,대구,기존,0000068,계명대학교,18722,0,21302,18999,2303,113.8,101.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,세종,기존,0000070,고려대학교(세종)_분교,5464,0,5987,5258,729,109.6,96.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,세종,기존,0000070,고려대학교(세종)_분교,5508,0,6599,5831,768,119.8,105.9,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000069,고려대학교,15448,0,19350,15351,3999,125.3,99.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000069,고려대학교,15538,0,20047,16042,4005,129,103.2,2026-08-07T09:07:29.509Z
2020,하반기,사이버대학(대학),사립,,서울,기존,0000328,고려사이버대학교,7635,0,9106,6830,2276,119.3,89.5,2026-08-07T09:07:29.509Z
2021,상반기,사이버대학(대학),사립,,서울,기존,0000328,고려사이버대학교,7770,0,10357,7620,2737,133.3,98.1,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,부산,기존,0000071,고신대학교,3696,0,3661,3462,199,99.1,93.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,부산,기존,0000071,고신대학교,3696,0,3781,3588,193,102.3,97.1,2026-08-07T09:07:29.509Z
2020,하반기,교육대학,국립,,충남,기존,0000251,공주교육대학교,1416,0,1404,1303,101,99.2,92,2026-08-07T09:07:29.509Z
2021,상반기,교육대학,국립,,충남,기존,0000251,공주교육대학교,1416,0,1456,1351,105,102.8,95.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,광주,기존,0000073,광신대학교,503,0,469,440,29,93.2,87.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,광주,기존,0000073,광신대학교,488,0,482,461,21,98.8,94.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000074,광운대학교,6770,0,7755,6234,1521,114.5,92.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000074,광운대학교,6767,0,8527,6815,1712,126,100.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,전남,기존,0000075,광주가톨릭대학교,160,0,88,88,0,55,55,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,전남,기존,0000075,광주가톨릭대학교,160,0,79,79,0,49.4,49.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,특별법법인,,광주,기존,0000381,광주과학기술원,800,2,656,654,2,82.2,82,2026-08-07T09:07:29.509Z
2021,상반기,대학교,특별법법인,,광주,기존,0000381,광주과학기술원,800,2,724,722,2,90.7,90.5,2026-08-07T09:07:29.509Z
2020,하반기,교육대학,국립,,광주,기존,0000252,광주교육대학교,1304,0,1327,1237,90,101.8,94.9,2026-08-07T09:07:29.509Z
2021,상반기,교육대학,국립,,광주,기존,0000252,광주교육대학교,1304,0,1330,1248,82,102,95.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,광주,기존,0000231,광주대학교,6592,0,6164,5776,388,93.5,87.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,광주,기존,0000231,광주대학교,6600,0,6695,6319,376,101.4,95.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,광주,기존,0000076,광주여자대학교,3580,0,3565,3234,331,99.6,90.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,광주,기존,0000076,광주여자대학교,3605,0,3779,3436,343,104.8,95.3,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,강원,기존,0000001,국립강릉원주대학교,5456,0,5340,4906,434,97.9,89.9,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,강원,기존,0000001,국립강릉원주대학교,5453,0,5478,5003,475,100.5,91.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,강원,기존,0000002,국립강릉원주대학교_제2캠퍼스,1956,0,1939,1828,111,99.1,93.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,강원,기존,0000002,국립강릉원주대학교_제2캠퍼스,1959,0,2058,1924,134,105.1,98.2,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,경북,기존,0000021,국립경국대학교,5824,0,5399,5106,293,92.7,87.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,경북,기존,0000021,국립경국대학교,5824,0,5357,5056,301,92,86.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,충남,기존,0000008,국립공주대학교,10953,0,12151,10412,1739,110.9,95.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,충남,기존,0000008,국립공주대학교,10977,0,12391,10603,1788,112.9,96.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,전북,기존,0000009,국립군산대학교,6940,0,6641,6132,509,95.7,88.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,전북,기존,0000009,국립군산대학교,6940,0,6999,6416,583,100.9,92.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,경북,기존,0000010,국립금오공과대학교,4850,0,5157,4563,594,106.3,94.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,경북,기존,0000010,국립금오공과대학교,4849,0,5315,4752,563,109.6,98,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,전남,기존,0000011,국립목포대학교,6453,0,6784,6145,639,105.1,95.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,전남,기존,0000011,국립목포대학교,6452,0,6583,5936,647,102,92,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,전남,기존,0000012,국립목포해양대학교,2764,0,2468,2357,111,89.3,85.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,전남,기존,0000012,국립목포해양대학교,2764,0,2565,2448,117,92.8,88.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,부산,기존,0000013,국립부경대학교,13122,0,14720,12813,1907,112.2,97.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,부산,기존,0000013,국립부경대학교,13121,0,15647,13574,2073,119.3,103.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,전남,기존,0000020,국립순천대학교,6502,0,6444,5845,599,99.1,89.9,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,전남,기존,0000020,국립순천대학교,6539,0,6686,6067,619,102.2,92.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,경남,기존,0000028,국립창원대학교,7038,0,7391,6660,731,105,94.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,경남,기존,0000028,국립창원대학교,7037,0,7801,7085,716,110.9,100.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,충북,기존,0000034,국립한국교통대학교,7671,0,7809,7153,656,101.8,93.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,충북,기존,0000034,국립한국교통대학교,7671,0,8141,7411,730,106.1,96.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,부산,기존,0000033,국립한국해양대학교,5760,0,6023,5347,676,104.6,92.8,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,부산,기존,0000033,국립한국해양대학교,5692,0,6368,5738,630,111.9,100.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,국립,,대전,기존,0000039,국립한밭대학교,7409,0,8362,7314,1048,112.9,98.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,국립,,대전,기존,0000039,국립한밭대학교,7408,0,8526,7437,1089,115.1,100.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000078,국민대학교,11507,0,14522,11393,3129,126.2,99,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000078,국민대학교,11510,0,15264,12063,3201,132.6,104.8,2026-08-07T09:07:29.509Z
2020,하반기,사이버대학(대학),사립,,경기,기존,0000319,국제사이버대학교,2880,0,2721,2168,553,94.5,75.3,2026-08-07T09:07:29.509Z
2021,상반기,사이버대학(대학),사립,,경기,기존,0000319,국제사이버대학교,2880,0,3221,2533,688,111.8,88,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충북,기존,0000080,극동대학교,3740,0,3371,3168,203,90.1,84.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충북,기존,0000080,극동대학교,3646,0,3209,2987,222,88,81.9,2026-08-07T09:07:29.509Z
2020,하반기,사이버대학(대학),사립,,충남,기존,0000334,글로벌사이버대학교,3180,0,2297,2264,33,72.2,71.2,2026-08-07T09:07:29.509Z
2021,상반기,사이버대학(대학),사립,,충남,기존,0000334,글로벌사이버대학교,3425,0,2294,2262,32,67,66,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충남,기존,0000224,금강대학교,510,0,320,310,10,62.7,60.8,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충남,기존,0000224,금강대학교,475,0,266,260,6,56,54.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000241,김천대학교,3344,1,2656,2287,369,79.4,68.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000241,김천대학교,3085,1,2803,2455,348,90.9,79.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충남,기존,0000081,나사렛대학교,4844,0,4807,4221,586,99.2,87.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충남,기존,0000081,나사렛대학교,4844,60,4821,4239,582,100.8,88.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,광주,기존,0000216,남부대학교,2820,0,2908,2398,510,103.1,85,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,광주,기존,0000216,남부대학교,2771,0,3147,2619,528,113.6,94.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충남,기존,0000245,남서울대학교,8812,0,8774,7808,966,99.6,88.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충남,기존,0000245,남서울대학교,8798,0,9332,8263,1069,106.1,93.9,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0000082,단국대학교,9150,0,10980,9294,1686,120,101.6,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0000082,단국대학교,9150,0,11470,9797,1673,125.4,107.1,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,충남,기존,0002726,단국대학교_제2캠퍼스,9700,0,10633,9578,1055,109.6,98.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,충남,기존,0002726,단국대학교_제2캠퍼스,9700,0,10787,9766,1021,111.2,100.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000088,대구가톨릭대학교,11758,0,11562,10716,846,98.3,91.1,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000088,대구가톨릭대학교,11758,0,11737,10907,830,99.8,92.8,2026-08-07T09:07:29.509Z
2020,하반기,대학교,특별법법인,,대구,기존,0000382,대구경북과학기술원,880,0,701,690,11,79.7,78.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,특별법법인,,대구,기존,0000382,대구경북과학기술원,880,0,700,695,5,79.5,79,2026-08-07T09:07:29.509Z
2020,하반기,교육대학,국립,,대구,기존,0000253,대구교육대학교,1532,0,1616,1496,120,105.5,97.7,2026-08-07T09:07:29.509Z
2021,상반기,교육대학,국립,,대구,기존,0000253,대구교육대학교,1532,0,1572,1450,122,102.6,94.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000084,대구대학교,16236,0,16350,14371,1979,100.7,88.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000084,대구대학교,16236,0,16270,14219,2051,100.2,87.6,2026-08-07T09:07:29.509Z
2020,하반기,사이버대학(대학),사립,,경북,기존,0000320,대구사이버대학교,3860,0,3645,2858,787,94.4,74,2026-08-07T09:07:29.509Z
2021,상반기,사이버대학(대학),사립,,경북,기존,0000320,대구사이버대학교,3800,0,4255,3344,911,112,88,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000087,대구예술대학교,1753,0,912,898,14,52,51.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000087,대구예술대학교,1677,0,782,767,15,46.6,45.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000061,대구한의대학교,6288,0,6141,5579,562,97.7,88.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000061,대구한의대학교,6288,0,6542,5891,651,104,93.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000093,대신대학교,464,0,404,396,8,87.1,85.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000093,대신대학교,464,0,431,425,6,92.9,91.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,세종,기존,0000094,대전가톨릭대학교,160,0,43,43,0,26.9,26.9,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,세종,기존,0000094,대전가톨릭대학교,160,0,33,32,1,20.6,20,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,대전,기존,0000095,대전대학교,8572,0,8414,7759,655,98.2,90.5,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,대전,기존,0000095,대전대학교,8447,0,8619,7915,704,102,93.7,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,대전,기존,0000238,대전신학대학교,212,0,83,83,0,39.2,39.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,대전,기존,0000238,대전신학대학교,184,0,75,74,1,40.8,40.2,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경기,기존,0000097,대진대학교,7252,0,6999,6406,593,96.5,88.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경기,기존,0000097,대진대학교,7172,0,7324,6672,652,102.1,93,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000099,덕성여자대학교,4941,0,5372,4978,394,108.7,100.7,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000099,덕성여자대학교,4771,0,5608,5176,432,117.5,108.5,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,경북,기존,0000101,동국대학교(WISE)_분교,7135,0,7149,6370,779,100.2,89.3,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,경북,기존,0000101,동국대학교(WISE)_분교,7160,0,7434,6699,735,103.8,93.6,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000100,동국대학교,10860,0,13009,10470,2539,119.8,96.4,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000100,동국대학교,10860,0,13868,11226,2642,127.7,103.4,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,서울,기존,0000102,동덕여자대학교,6188,76,6604,5928,676,108,97,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,서울,기존,0000102,동덕여자대학교,6188,0,7130,6370,760,115.2,102.9,2026-08-07T09:07:29.509Z
2020,하반기,대학교,사립,,부산,기존,0000235,동명대학교,7272,0,7245,6414,831,99.6,88.2,2026-08-07T09:07:29.509Z
2021,상반기,대학교,사립,,부산,기존,0000235,동명대학교,7272,0,7637,6727,910,105,92.5,2026-08-07T09:07:29.509Z
