year,school_kind,estb,school_division,region,status,school_code_std,school_name,enrolled_students,enrolled_dropouts,enrolled_dropout_rate,freshman_students,freshman_dropouts,freshman_dropout_rate,uploaded_at
2020,기능대학,사립,전문대학,전남,기존,0002975,한국폴리텍 V 대학 순천캠퍼스,18,0,0,7,0,0,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,전북,기존,0000620,한국폴리텍 V 대학 익산캠퍼스,194,23,11.9,77,13,16.9,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,전남,기존,0000619,한국폴리텍 V 대학 전남캠퍼스,453,77,17,1,11,1100,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,전북,기존,0000617,한국폴리텍 V 대학 전북캠퍼스,798,86,10.8,258,35,13.6,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,경북,기존,0000624,한국폴리텍 VI 대학 구미캠퍼스,873,88,10.1,267,18,6.7,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,대구,기존,0000623,한국폴리텍 VI 대학 대구캠퍼스,1100,153,13.9,331,49,14.8,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,대구,기존,0000636,한국폴리텍 VI 대학 영남융합기술캠퍼스,280,68,24.3,120,26,21.7,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,경북,기존,0002674,한국폴리텍 VI 대학 영주캠퍼스,94,17,18.1,28,10,35.7,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,부산,기존,0000632,한국폴리텍 VII 대학 부산캠퍼스,1485,129,8.7,437,38,8.7,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,울산,기존,0000633,한국폴리텍 VII 대학 울산캠퍼스,1149,112,9.7,377,41,10.9,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,경남,기존,0000631,한국폴리텍 VII 대학 창원캠퍼스,2363,136,5.8,782,41,5.2,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,충남,기존,0000635,한국폴리텍 특성화대학 바이오캠퍼스,578,22,3.8,212,10,4.7,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,경기,기존,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,1087,93,8.6,359,36,10,2026-08-07T10:05:19.852Z
2020,기능대학,사립,전문대학,경남,기존,0000638,한국폴리텍 특성화대학 항공캠퍼스,1027,60,5.8,248,20,8.1,2026-08-07T10:05:19.852Z
2020,전문대학,사립,전문대학,강원,기존,0000553,한림성심대학교,4782,528,11,1317,51,3.9,2026-08-07T10:05:19.852Z
2020,전문대학,사립,전문대학,서울,기존,0000554,한양여자대학교,7421,452,6.1,3052,267,8.7,2026-08-07T10:05:19.852Z
2020,전문대학,사립,전문대학,전남,기존,0000555,한영대학교,1761,95,5.4,702,26,3.7,2026-08-07T10:05:19.852Z
2020,전문대학,사립,전문대학,충남,기존,0000556,혜전대학교,3698,222,6,1068,69,6.5,2026-08-07T10:05:19.852Z
2020,전문대학,사립,전문대학,경북,기존,0000415,호산대학교,2235,226,10.1,817,92,11.3,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경남,기존,0002748,가야대학교(김해),3124,199,6.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000063,가천대학교,25780,932,3.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,강원,기존,0000072,가톨릭관동대학교,12897,979,7.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000049,가톨릭대학교_제3캠퍼스,268,11,4.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000048,가톨릭대학교_제2캠퍼스,836,5,0.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000046,가톨릭대학교,9644,306,3.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000050,감리교신학대학교,1133,45,4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000051,강남대학교,9172,528,5.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,강원,기존,0000002,국립강릉원주대학교_제2캠퍼스,2909,124,4.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,강원,기존,0000001,국립강릉원주대학교,8107,494,6.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,강원,기존,0000003,강원대학교,21094,681,3.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,강원,기존,0000004,강원대학교_제2캠퍼스,10476,887,8.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000052,건국대학교,23103,630,2.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000053,건국대학교(글로컬)_분교,10675,412,3.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000055,건양대학교_제2캠퍼스,4282,143,3.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000054,건양대학교,4856,218,4.5,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,대전,기존,0000335,건양사이버대학교,3724,270,7.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000058,경기대학교_제2캠퍼스,2642,79,3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000056,경기대학교,16629,626,3.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,경남,폐교,0000035,경남과학기술대학교,6946,457,6.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경남,기존,0000059,경남대학교,16923,975,5.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0002744,경동대학교_제4캠퍼스,2628,152,5.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,강원,기존,0000060,경동대학교,2907,324,11.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,강원,기존,0002574,경동대학교_제3캠퍼스,4443,116,2.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,대구,기존,0000005,경북대학교,30719,1107,3.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,경남,기존,0000007,경상국립대학교,19674,768,3.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000062,경성대학교,16969,1026,6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000244,경운대학교,6296,566,9,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,인천,기존,0000256,경인교육대학교,1330,17,1.3,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,경기,기존,0000257,경인교육대학교_제2캠퍼스,1381,5,0.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000064,경일대학교,9557,718,7.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000065,신경주대학교,1751,323,18.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000066,경희대학교,34753,971,2.8,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000318,경희사이버대학교,10606,2507,23.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대구,기존,0000068,계명대학교,30583,1511,4.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000069,고려대학교,28045,632,2.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,세종,기존,0000070,고려대학교(세종)_분교,9415,385,4.1,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000328,고려사이버대학교,10281,1613,15.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000071,고신대학교,4826,313,6.5,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,충남,기존,0000251,공주교육대학교,1517,42,2.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,충남,기존,0000008,국립공주대학교,17295,713,4.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,광주,기존,0000073,광신대학교,602,60,10,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000074,광운대학교,11574,425,3.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전남,기존,0000075,광주가톨릭대학교,125,12,9.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,특별법법인,대학,광주,기존,0000381,광주과학기술원,946,29,3.1,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,광주,기존,0000252,광주교육대학교,1401,32,2.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,광주,기존,0000231,광주대학교,9388,829,8.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,광주,기존,0000076,광주여자대학교,3846,196,5.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000078,국민대학교,21875,590,2.7,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,경기,기존,0000319,국제사이버대학교,3551,652,18.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,전북,기존,0000009,국립군산대학교,10010,610,6.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000080,극동대학교,5136,265,5.2,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,충남,기존,0000334,글로벌사이버대학교,2601,396,15.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000224,금강대학교,649,66,10.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,경북,기존,0000010,국립금오공과대학교,8505,371,4.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000241,김천대학교,4157,392,9.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000215,가톨릭꽃동네대학교,587,21,3.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000081,나사렛대학교,7006,405,5.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,광주,기존,0000216,남부대학교,3757,296,7.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000245,남서울대학교,13626,1315,9.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0002726,단국대학교_제2캠퍼스,14867,556,3.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000082,단국대학교,16480,553,3.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000088,대구가톨릭대학교,17115,833,4.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,특별법법인,대학,대구,기존,0000382,대구경북과학기술원,898,22,2.4,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,대구,기존,0000253,대구교육대학교,1671,31,1.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000084,대구대학교,24608,1358,5.5,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,경북,기존,0000320,대구사이버대학교,4727,1004,21.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000087,대구예술대학교,1670,200,12,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000061,대구한의대학교,8605,506,5.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000093,대신대학교,646,39,6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,세종,기존,0000094,대전가톨릭대학교,64,8,12.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000095,대전대학교,12908,622,4.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000238,대전신학대학교,116,6,5.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000097,대진대학교,10266,616,6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000099,덕성여자대학교,6944,267,3.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000100,동국대학교,19069,571,3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000101,동국대학교(WISE)_분교,10826,597,5.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000102,동덕여자대학교,8000,341,4.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000235,동명대학교,11869,868,7.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000103,동서대학교,14733,905,6.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전남,기존,0000104,동신대학교,8559,649,7.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000105,동아대학교,26185,1086,4.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000106,동양대학교,5751,481,8.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000107,동의대학교,21406,1040,4.9,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000330,디지털서울문화예술대학교,4541,770,17,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000108,루터대학교,422,44,10.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000109,명지대학교,9303,375,4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000111,명지대학교_제2캠퍼스,10305,325,3.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000112,목원대학교,10675,659,6.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전남,기존,0000221,목포가톨릭대학교,571,17,3,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,전남,기존,0000011,국립목포대학교,10124,629,6.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,전남,기존,0000012,국립목포해양대학교,3140,226,7.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000113,배재대학교,11089,718,6.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000178,백석대학교,15976,771,4.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,부산,기존,0000013,국립부경대학교,22893,876,3.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000114,부산가톨릭대학교,4874,213,4.4,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,부산,기존,0000254,부산교육대학교,1571,17,1.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,부산,기존,0000014,부산대학교,28683,949,3.3,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,부산,기존,0000321,부산디지털대학교,2757,370,13.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000115,부산외국어대학교,11870,741,6.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경남,기존,0000222,부산장신대학교,285,23,8.1,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000332,사이버한국외국어대학교,7572,1592,21,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000116,삼육대학교,7244,314,4.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0002959,상명대학교_제2캠퍼스,8072,351,4.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000117,상명대학교,9157,345,3.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,강원,기존,0000119,상지대학교,9301,875,9.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000120,서강대학교,11828,363,3.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000121,서경대학교,8714,467,5.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,서울,기존,0000036,서울과학기술대학교,14485,459,3.2,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,서울,기존,0000255,서울교육대학교,1609,20,1.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000098,서울기독대학교,726,148,20.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립대법인,대학,서울,기존,0000019,서울대학교,21279,273,1.3,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000322,서울디지털대학교,11868,1380,11.6,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000323,서울사이버대학교,11712,2166,18.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,공립,대학,서울,기존,0000040,서울시립대학교,12621,320,2.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000125,서울신학대학교,2821,145,5.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000126,서울여자대학교,8568,314,3.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000127,서울장신대학교,635,33,5.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000205,서울한영대학교,929,99,10.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000128,서원대학교,9042,435,4.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000129,선문대학교,12817,722,5.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000131,성결대학교,7292,382,5.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000132,성공회대학교,2966,149,5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000133,성균관대학교,26225,594,2.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000136,성신여자대학교,10675,351,3.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000137,세명대학교,10864,621,5.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000138,세종대학교,16207,896,5.5,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000325,세종사이버대학교,8630,1399,16.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전남,기존,0000092,세한대학교,5333,659,12.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,광주,기존,0000243,송원대학교,3706,362,9.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000139,수원가톨릭대학교,183,7,3.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000140,수원대학교,12916,840,6.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000141,숙명여자대학교,12141,344,2.8,,,,2026-08-07T10:05:19.852Z
2019,각종학교(대학),사립,대학,충북,기존,0000317,순복음총회신학교,220,45,20.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,전남,기존,0000020,국립순천대학교,9805,597,6.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000142,순천향대학교,14151,698,4.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000143,숭실대학교,19255,528,2.7,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,서울,기존,0000329,숭실사이버대학교,6889,927,13.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000233,화성의과학대학교,1146,160,14,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000144,신라대학교,11990,860,7.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0002712,신한대학교,1854,75,4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0002800,신한대학교_제2캠퍼스,6643,364,5.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000145,아신대학교,947,76,8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000146,아주대학교,13803,340,2.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,경북,기존,0000021,국립경국대학교,8692,433,5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000147,안양대학교,6215,347,5.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,인천,기존,0000148,안양대학교_제2캠퍼스,509,24,4.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000149,연세대학교,26173,511,2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,강원,기존,0000150,연세대학교(미래)_분교,10145,356,3.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000151,영남대학교,30052,1132,3.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000153,영남신학대학교,550,40,7.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경남,기존,0003193,영산대학교,3914,329,8.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0003194,영산대학교_제2캠퍼스,4823,418,8.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전남,기존,0000155,영산선학대학교,49,4,8.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전북,기존,0000228,예수대학교,645,9,1.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000219,예원예술대학교_제2캠퍼스,521,47,9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전북,기존,0000218,예원예술대학교,1021,113,11.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000156,용인대학교,8611,528,6.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전북,기존,0000157,우석대학교,9743,788,8.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000240,우송대학교,12782,623,4.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,특별법법인,대학,울산,기존,0000250,울산과학기술원,3090,52,1.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,울산,기존,0000158,울산대학교,17842,895,5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전북,기존,0000159,원광대학교,21789,1448,6.6,,,,2026-08-07T10:05:19.852Z
2019,사이버대학(대학),사립,대학,전북,기존,0000327,원광디지털대학교,6524,820,12.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경북,기존,0000160,위덕대학교,3928,408,10.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000154,유원대학교,5378,548,10.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,대전,기존,0000161,을지대학교,812,11,1.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000162,을지대학교_제2캠퍼스,5012,194,3.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000163,이화여자대학교,18984,445,2.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,부산,기존,0000166,인제대학교_제2캠퍼스,913,7,0.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경남,기존,0000164,인제대학교,11742,634,5.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,인천,기존,0000167,인천가톨릭대학교_제2캠퍼스,746,35,4.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,인천,기존,0000168,인천가톨릭대학교,91,5,5.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립대법인,대학,인천,기존,0002660,인천대학교,16703,671,4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,인천,기존,0000169,인하대학교,25729,595,2.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000170,장로회신학대학교,876,22,2.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,광주,기존,0000023,전남대학교,22648,751,3.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,전남,기존,0000024,전남대학교_제2캠퍼스,4401,254,5.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,전북,기존,0000025,전북대학교,25305,989,3.9,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,전북,기존,0000258,전주교육대학교,1211,17,1.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전북,기존,0000171,전주대학교,15875,871,5.5,,,,2026-08-07T10:05:19.852Z
2019,기술대학,사립,대학,서울,기존,0000288,정석대학,76,4,5.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,제주,기존,0000248,제주국제대학교,1852,307,16.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,제주,기존,0000027,제주대학교,14642,743,5.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,광주,기존,0000172,조선대학교,27589,1348,4.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충남,기존,0000173,중부대학교,12086,765,6.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000174,중앙대학교_제2캠퍼스,7013,273,3.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000175,중앙대학교,25379,622,2.5,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000177,중앙승가대학교,149,8,5.4,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000239,중원대학교,5636,681,12.1,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,경남,기존,0000260,진주교육대학교,1376,9,0.7,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000187,차의과학대학교,2810,144,5.1,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경남,기존,0000249,창신대학교,2396,159,6.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,경남,기존,0000028,국립창원대학교,11497,526,4.6,,,,2026-08-07T10:05:19.852Z
2019,산업대학,사립,대학,충남,기존,0000284,청운대학교,8627,643,7.5,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,충북,기존,0000261,청주교육대학교,1242,16,1.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,충북,기존,0000179,청주대학교,16055,746,4.6,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,전남,기존,0000246,초당대학교,4156,325,7.8,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000180,총신대학교,2172,94,4.3,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000181,추계예술대학교,1491,84,5.6,,,,2026-08-07T10:05:19.852Z
2019,교육대학,국립,대학,강원,기존,0000262,춘천교육대학교,1388,27,1.9,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,대전,기존,0000029,충남대학교,23614,717,3,,,,2026-08-07T10:05:19.852Z
2019,대학교,국립,대학,충북,기존,0000030,충북대학교,18887,603,3.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,경기,기존,0000184,칼빈대학교,670,48,7.2,,,,2026-08-07T10:05:19.852Z
2019,대학교,사립,대학,서울,기존,0000079,강서대학교,1775,150,8.5,,,,2026-08-07T10:05:19.852Z
