year,school_kind,estb,school_division,region,status,school_rep_code,school_rep_name,campus_count,admission_quota,recruit_total,recruit_within,recruit_outside,enrolled_total,enrolled_within,enrolled_outside,fill_rate_within,fill_rate_within_outside,consolidated_at
2022,대학교,사립,대학,전북,기존,0000116,우석대학교,1,1735,1873,1746,127,1475,1376,99,78.81,78.75,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,전북,기존,0000118,원광대학교,1,3230,3411,3233,178,2990,2846,144,88.03,87.66,2026-08-07T07:48:15.946Z
2022,사이버대학(대학),사립,대학,전북,기존,0000417,원광디지털대학교,1,1500,9243,1500,7743,1509,1291,218,86.07,16.33,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,전북,기존,0000354,원광보건대학교,1,1461,2036,1314,722,1543,1157,386,88.05,75.79,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,전북,기존,0000362,전북과학대학교,1,605,1109,605,504,691,583,108,96.36,62.31,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,전북,기존,0000017,전북대학교,1,3848,4454,3859,595,4225,3844,381,99.61,94.86,2026-08-07T07:48:15.946Z
2022,교육대학,국립,대학,전북,기존,0000201,전주교육대학교,1,285,310,287,23,303,284,19,98.95,97.74,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,전북,기존,0000274,전주기전대학,1,821,1065,821,244,838,739,99,90.01,78.69,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,전북,기존,0000126,전주대학교,1,2557,2839,2557,282,2677,2499,178,97.73,94.29,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,전북,기존,0000361,전주비전대학교,1,1089,1579,1089,490,1398,966,432,88.71,88.54,2026-08-07T07:48:15.946Z
2022,전문대학,특별법국립,전문대학,전북,기존,0000473,한국농수산대학,1,570,684,570,114,684,570,114,100,100,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,전북,기존,0000493,한국폴리텍 V 대학,1,50,84,50,34,70,48,22,96,83.33,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,전북,기존,0000553,한국폴리텍 V 대학,1,240,308,240,68,194,179,15,74.58,62.99,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,전북,기존,0000155,한일장신대학교,1,219,252,219,33,222,218,4,99.54,88.1,2026-08-07T07:48:15.946Z
2022,산업대학,사립,대학,전북,기존,0000223,호원대학교,1,1132,1474,1095,379,1376,1026,350,93.7,93.35,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,제주,기존,0000363,제주관광대학교,1,900,1037,831,206,696,626,70,75.33,67.12,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,제주,기존,0000192,제주국제대학교,1,370,420,370,50,61,60,1,16.22,14.52,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,제주,기존,0000018,제주대학교,1,2175,2520,2179,341,2345,2172,173,99.68,93.06,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,제주,기존,0000382,제주한라대학교,1,1587,2831,1587,1244,1724,1280,444,80.66,60.9,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,제주,기존,0000535,한국폴리텍 I 대학,1,25,30,25,5,27,25,2,100,90,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000038,건양대학교,2,1623,1718,1625,93,1651,1585,66,97.54,96.1,2026-08-07T07:48:15.946Z
2022,교육대학,국립,대학,충남,기존,0000195,공주교육대학교,1,354,383,354,29,380,354,26,100,99.22,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,충남,기존,0000573,공주대학교,1,2815,3505,2821,684,3237,2819,418,99.93,92.35,2026-08-07T07:48:15.946Z
2022,사이버대학(대학),사립,대학,충남,기존,0000424,글로벌사이버대학교,1,1100,1549,1100,449,735,734,1,66.73,47.45,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000169,금강대학교,1,110,116,110,6,33,33,0,30,28.45,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000059,나사렛대학교,1,1211,1383,1212,171,1298,1192,106,98.35,93.85,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000189,남서울대학교,1,2187,2338,2187,151,2335,2187,148,100,99.87,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000131,백석대학교,1,2990,3252,2991,261,3160,2987,173,99.87,97.17,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충남,기존,0000373,백석문화대학교,1,2231,2908,2231,677,1698,1491,207,66.83,58.39,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000094,선문대학교,1,2053,2289,2052,237,2236,2048,188,99.81,97.68,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000104,순천향대학교,1,2352,2878,2356,522,2673,2354,319,99.92,92.88,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충남,기존,0000335,신성대학교,1,1278,1690,1278,412,1114,892,222,69.8,65.92,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충남,기존,000568,아주자동차대학,1,445,600,445,155,442,375,67,84.27,73.67,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충남,기존,0000529,연암대학교,1,483,637,483,154,586,483,103,100,91.99,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000128,중부대학교,1,1945,2054,1945,109,1816,1708,108,87.81,88.41,2026-08-07T07:48:15.946Z
2022,산업대학,사립,대학,충남,기존,0000225,청운대학교,1,1203,1705,1215,490,1288,1094,194,90.04,75.54,2026-08-07T07:48:15.946Z
2022,전문대학,공립,전문대학,충남,기존,0000519,충남도립대학교,1,456,524,456,68,485,452,33,99.12,92.56,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000141,한국기술교육대학교,1,836,997,836,161,983,836,147,100,98.6,2026-08-07T07:48:15.946Z
2022,대학교,특별법국립,대학,충남,기존,0000472,한국전통문화대학교,1,140,161,140,21,145,140,5,100,90.06,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,충남,기존,0000500,한국폴리텍 특성화대학,1,180,216,180,36,180,153,27,85,83.33,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,충남,기존,0000487,한국폴리텍 IV 대학,1,225,315,225,90,232,174,58,77.33,73.65,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,충남,기존,0000588,한국폴리텍 IV 대학,1,105,126,105,21,82,73,9,69.52,65.08,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000149,한서대학교,1,1579,1674,1578,96,1589,1495,94,94.74,94.92,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충남,기존,0000386,혜전대학교,1,931,1383,931,452,880,703,177,75.51,63.63,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충남,기존,0000159,호서대학교,1,2881,3157,2884,273,3087,2877,210,99.76,97.78,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충북,기존,0000271,강동대학교,1,1525,1846,1525,321,1268,1072,196,70.3,68.69,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000037,건국대학교,2,4569,5200,4592,608,5145,4572,573,99.56,98.94,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000058,극동대학교,1,871,934,872,62,582,532,50,61.01,62.31,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000557,꽃동네대학교,1,108,115,108,7,108,103,5,95.37,93.91,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충북,기존,0000286,대원대학교,1,889,1118,889,229,782,675,107,75.93,69.95,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000093,서원대학교,1,1622,1835,1623,212,1745,1622,123,99.94,95.1,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000099,세명대학교,1,1820,1932,1824,108,1566,1463,103,80.21,81.06,2026-08-07T07:48:15.946Z
2022,각종학교(대학),사립,대학,충북,기존,0000404,순복음총회신학교,1,64,64,64,0,37,37,0,57.81,57.81,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000113,유원대학교,1,875,930,879,51,905,877,28,99.77,97.31,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000183,중원대학교,1,921,942,888,54,770,746,24,84.01,81.74,2026-08-07T07:48:15.946Z
2022,교육대학,국립,대학,충북,기존,0000204,청주교육대학교,1,286,312,287,25,309,287,22,100,99.04,2026-08-07T07:48:15.946Z
2022,대학교,사립,대학,충북,기존,0000132,청주대학교,1,2652,2857,2657,200,2784,2647,137,99.62,97.44,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,충북,기존,0000021,충북대학교,1,2806,3128,2810,318,3038,2808,230,99.93,97.12,2026-08-07T07:48:15.946Z
2022,전문대학,공립,전문대학,충북,기존,0000544,충북도립대학,1,410,417,410,7,375,375,0,91.46,89.93,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충북,기존,0000367,충북보건과학대학교,1,1002,1457,1002,455,948,760,188,75.85,65.07,2026-08-07T07:48:15.946Z
2022,전문대학,사립,전문대학,충북,기존,0000377,충청대학교,1,1467,2225,1467,758,1302,1133,169,77.23,58.52,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,충북,기존,0000022,한국교원대학교,1,546,594,546,48,590,546,44,100,99.33,2026-08-07T07:48:15.946Z
2022,대학교,국립,대학,충북,기존,0000582,한국교통대학교,1,1911,2206,1915,291,2118,1909,209,99.69,96.01,2026-08-07T07:48:15.946Z
2022,기능대학,사립,전문대학,충북,기존,0000485,한국폴리텍 IV 대학,1,325,437,325,112,365,294,71,90.46,83.52,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,강원,기존,0000513,가톨릭관동대학교,1,1644,1768,1646,122,1078,995,83,60.45,60.97,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,기존,0000347,강릉영동대학교,1,839,1145,839,306,871,694,177,82.72,76.07,2026-08-07T07:48:15.946Z
2023,대학교,국립,대학,강원,기존,0000572,강릉원주대학교,2,1680,1797,1679,118,1780,1669,111,99.4,99.05,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,폐교,0000378,강원관광대학교,1,98,142,98,44,108,94,14,95.92,76.06,2026-08-07T07:48:15.946Z
2023,대학교,국립,대학,강원,기존,0000002,강원대학교,2,4525,4859,4546,313,4842,4539,303,99.85,99.65,2026-08-07T07:48:15.946Z
2023,전문대학,공립,전문대학,강원,기존,0000531,강원도립대학교,1,312,324,312,12,295,294,1,94.23,91.05,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,강원,기존,0000041,경동대학교,3,1555,1884,1575,309,1819,1541,278,97.84,96.55,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,강원,기존,0000086,상지대학교,1,1758,1952,1805,147,1629,1552,77,85.98,83.45,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,기존,0000348,세경대학교,1,408,550,408,142,410,355,55,87.01,74.55,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,기존,0000393,송곡대학교,1,200,324,200,124,297,181,116,90.5,91.67,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,기존,0000390,송호대학교,1,330,473,330,143,341,270,71,81.82,72.09,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,강원,기존,0000110,연세대학교,2,4790,5718,4800,918,5679,4786,893,99.71,99.32,2026-08-07T07:48:15.946Z
2023,교육대학,국립,대학,강원,기존,0000205,춘천교육대학교,1,321,343,321,22,339,320,19,99.69,98.83,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,기존,0000542,한국골프대학,1,160,214,160,54,183,149,34,93.13,85.51,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,강원,기존,0000483,한국폴리텍 III 대학,1,60,72,60,12,55,48,7,80,76.39,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,강원,기존,0000517,한국폴리텍 III 대학,1,50,81,50,31,60,39,21,78,74.07,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,강원,기존,0000482,한국폴리텍 III 대학,1,150,191,150,41,106,95,11,63.33,55.5,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,강원,기존,0000147,한라대학교,1,907,1069,928,141,777,664,113,71.55,72.68,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,강원,기존,0000148,한림대학교,1,1771,1880,1772,108,1875,1772,103,100,99.73,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,강원,기존,0000383,한림성심대학교,1,859,1188,859,329,1002,752,250,87.54,84.34,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000044,가천대학교,1,4131,4866,4132,734,4856,4132,724,100,99.79,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000034,가톨릭대학교,3,1797,2096,1798,298,2075,1797,278,99.94,99,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000036,강남대학교,1,1491,1630,1492,138,1591,1492,99,100,97.61,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000387,경기과학기술대학교,1,1438,3158,1438,1720,2035,1344,691,93.46,64.44,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000039,경기대학교,2,2926,3284,2929,355,3217,2916,301,99.56,97.96,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000255,경민대학교,1,1503,2125,1503,622,1922,1501,421,99.87,90.45,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000259,경복대학교,1,1788,2682,1788,894,2449,1764,685,98.66,91.31,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000264,계원예술대학교,1,994,1378,994,384,1244,994,250,100,90.28,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000379,국제대학교,1,1536,1845,1536,309,1016,889,127,57.88,55.07,2026-08-07T07:48:15.946Z
2023,사이버대학(대학),사립,대학,경기,기존,0000409,국제사이버대학교,1,900,3287,900,2387,1086,877,209,97.44,33.04,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000277,김포대학교,1,1115,1653,1115,538,702,514,188,46.1,42.47,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000278,농협대학교,1,58,177,58,119,165,58,107,100,93.22,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000060,단국대학교,2,4630,5162,4642,520,5107,4640,467,99.96,98.93,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000285,대림대학교,1,2232,3555,2232,1323,3095,2212,883,99.1,87.06,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000068,대진대학교,1,1703,1876,1707,169,1848,1705,143,99.88,98.51,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000294,동남보건대학교,1,1326,1936,1326,610,1798,1326,472,100,92.87,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000287,동서울대학교,1,2289,3032,2289,743,2756,2289,467,100,90.9,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000298,동아방송예술대학교,1,823,1289,823,466,1191,823,368,100,92.4,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000302,동원대학교,1,1380,2386,1260,1126,1247,1072,175,85.08,52.26,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000305,두원공과대학교,1,1481,1741,1481,260,721,614,107,41.46,41.41,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000078,루터대학교,1,85,92,85,7,86,85,1,100,93.48,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000079,명지대학교,2,2527,3009,2530,479,2949,2527,422,99.88,98.01,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000316,부천대학교,1,2216,4301,2216,2085,3284,2216,1068,100,76.35,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000090,서울신학대학교,1,457,487,457,30,487,457,30,100,100,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000323,서울예술대학교,1,581,1140,581,559,1130,581,549,100,99.12,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000092,서울장신대학교,1,104,119,104,15,75,73,2,70.19,63.03,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000392,서정대학교,1,1370,3873,1370,2503,3057,1370,1687,100,78.93,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000095,성결대학교,1,1228,1325,1230,95,1300,1229,71,99.92,98.11,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000101,수원가톨릭대학교,1,90,91,90,1,30,30,0,33.33,32.97,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000330,수원과학대학교,1,2005,2197,2005,192,1163,1064,99,53.07,52.94,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000102,수원대학교,1,2130,2293,2134,159,2251,2134,117,100,98.17,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000329,수원여자대학교,1,1443,1899,1443,456,1604,1290,314,89.4,84.47,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,000567,신경대학교,1,246,267,254,13,155,148,7,58.27,58.05,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000334,신구대학교,1,2300,3342,2300,1042,2886,2300,586,100,86.36,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000339,신안산대학교,1,1050,1727,1050,677,954,797,157,75.9,55.24,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,000509,신한대학교,2,1405,1559,1405,154,1513,1405,108,100,97.05,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000558,아신대학교,1,130,140,130,10,65,62,3,47.69,46.43,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000108,아주대학교,1,1936,2263,1948,315,2255,1947,308,99.95,99.65,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000340,안산대학교,1,1473,2072,1473,599,1892,1422,470,96.54,91.31,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000109,안양대학교,2,1131,1269,1135,134,1208,1120,88,98.68,95.19,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000343,여주대학교,1,1492,2175,1492,683,1287,1009,278,67.63,59.17,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000341,연성대학교,1,2229,2990,2229,761,2684,2229,455,100,89.77,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000350,오산대학교,1,1777,2504,1777,727,2045,1691,354,95.16,81.67,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000115,용인대학교,1,1262,1297,1199,98,1272,1199,73,100,98.07,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000559,용인예술과학대학교,1,1210,1511,1210,301,1094,944,150,78.02,72.4,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000394,웅지세무대학교,1,419,442,419,23,151,151,0,36.04,34.16,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000355,유한대학교,1,1770,2345,1770,575,2014,1770,244,100,85.88,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000358,장안대학교,1,2130,2419,2015,404,859,730,129,36.23,35.51,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000130,중앙승가대학교,1,120,120,120,0,16,16,0,13.33,13.33,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000139,차의과학대학교,1,504,543,504,39,539,504,35,100,99.26,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000374,청강문화산업대학교,1,1122,1478,1122,356,1414,1122,292,100,95.67,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000136,칼빈대학교,1,90,199,90,109,194,90,104,100,97.49,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000138,평택대학교,1,805,859,813,46,859,815,44,100.25,100,2026-08-07T07:48:15.946Z
2023,대학교,국립,대학,경기,기존,0000568,한경대학교,1,1271,1482,1278,204,1394,1272,122,99.53,94.06,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경기,기존,0000391,한국관광대학교,1,930,1109,930,179,549,480,69,51.61,49.5,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000562,한국산업기술대학교,1,1380,1831,1384,447,1782,1384,398,100,97.32,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경기,기존,0000479,한국폴리텍 I 대학,1,345,424,345,79,295,267,28,77.39,69.58,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경기,기존,0000555,한국폴리텍 II 대학,1,0,25,0,25,23,0,23,0,92,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경기,기존,0000548,한국폴리텍 II 대학,1,305,391,305,86,221,176,45,57.7,56.52,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000144,한국항공대학교,1,871,919,830,89,934,845,89,101.81,101.63,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000151,한세대학교,1,566,647,569,78,602,568,34,99.82,93.04,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000152,한신대학교,1,1161,1277,1162,115,1277,1162,115,100,100,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000153,한양대학교,2,4816,6239,4831,1408,6164,4827,1337,99.92,98.8,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경기,기존,0000156,협성대학교,1,1004,1153,1008,145,1065,994,71,98.61,92.37,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경기,기존,0000516,ICT폴리텍대학,1,160,192,160,32,159,155,4,96.88,82.81,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경남,기존,0000032,가야대학교,1,460,491,466,25,407,383,24,82.19,82.89,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000251,거제대학교,1,345,435,345,90,389,332,57,96.23,89.43,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경남,기존,0000040,경남대학교,1,2060,2206,2089,117,1875,1797,78,86.02,85,2026-08-07T07:48:15.946Z
2023,전문대학,공립,전문대학,경남,기존,0000242,경남도립거창대학,1,341,409,341,68,384,341,43,100,93.89,2026-08-07T07:48:15.946Z
2023,전문대학,공립,전문대학,경남,기존,0000243,경남도립남해대학,1,355,412,355,57,371,355,16,100,90.05,2026-08-07T07:48:15.946Z
2023,대학교,국립,대학,경남,기존,0000556,경상대학교,1,4260,4695,4293,402,4553,4279,274,99.67,96.98,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000395,김해대학교,1,459,649,459,190,488,392,96,85.4,75.19,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000342,동원과학기술대학교,1,703,1157,703,454,895,603,292,85.78,77.36,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000306,마산대학교,1,1951,2568,1951,617,1986,1642,344,84.16,77.34,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경남,기존,0000167,부산장신대학교,1,32,35,32,3,32,32,0,100,91.43,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000530,연암공과대학교,1,496,505,445,60,489,445,44,100,96.83,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경남,기존,0000122,인제대학교,1,1704,1760,1623,137,1609,1535,74,94.58,91.42,2026-08-07T07:48:15.946Z
2023,교육대학,국립,대학,경남,기존,0000203,진주교육대학교,1,319,314,287,27,302,285,17,99.3,96.18,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000369,진주보건대학교,1,674,929,674,255,807,615,192,91.25,86.87,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경남,기존,0000193,창신대학교,1,325,362,325,37,362,325,37,100,100,2026-08-07T07:48:15.946Z
2023,대학교,국립,대학,경남,기존,0000581,창원대학교,1,1754,1994,1764,230,1873,1733,140,98.24,93.93,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000528,창원문성대학교,1,468,564,468,96,371,326,45,69.66,65.78,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경남,기존,0000396,한국승강기대학교,1,297,385,297,88,252,214,38,72.05,65.45,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경남,기존,0000503,한국폴리텍 특성화대학,1,200,260,200,60,118,103,15,51.5,45.38,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경남,기존,0000563,한국폴리텍 VII 대학,1,0,5,0,5,0,0,0,0,0,2026-08-07T07:48:15.946Z
2023,기능대학,사립,전문대학,경남,기존,0000496,한국폴리텍 VII 대학,1,585,793,585,208,727,585,142,100,91.68,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경북,기존,0000249,가톨릭상지대학교,1,562,825,562,263,731,524,207,93.24,88.61,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경북,기존,0000293,경북과학대학교,1,662,947,662,285,855,662,193,100,90.29,2026-08-07T07:48:15.946Z
2023,전문대학,공립,전문대학,경북,폐교,0000244,경북도립대학교,1,348,419,348,71,367,339,28,97.41,87.59,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경북,기존,0000523,경북보건대학교,1,360,475,342,133,407,330,77,96.49,85.68,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경북,기존,0000258,경북전문대학교,1,830,1282,830,452,1047,666,381,80.24,81.67,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경북,기존,0000188,경운대학교,1,1184,1259,1184,75,1212,1173,39,99.07,96.27,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경북,기존,0000045,경일대학교,1,1551,1790,1550,240,1554,1384,170,89.29,86.82,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경북,기존,0000586,경주대학교,1,725,765,724,41,416,415,1,57.32,54.38,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경북,기존,0000268,구미대학교,1,1413,2458,1413,1045,2412,1367,1045,96.74,98.13,2026-08-07T07:48:15.946Z
2023,대학교,국립,대학,경북,기존,0000575,금오공과대학교,1,1214,1334,1217,117,1303,1215,88,99.84,97.68,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경북,기존,0000185,김천대학교,1,634,683,634,49,576,540,36,85.17,84.33,2026-08-07T07:48:15.946Z
2023,전문대학,사립,전문대학,경북,기존,0000279,대경대학교,1,1456,1864,1456,408,1685,1377,308,94.57,90.4,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경북,기존,0000063,대구가톨릭대학교,1,2494,2882,2494,388,2591,2439,152,97.79,89.9,2026-08-07T07:48:15.946Z
2023,대학교,사립,대학,경북,기존,0000061,대구대학교,1,3850,4469,3822,647,3983,3680,303,96.28,89.13,2026-08-07T07:48:15.946Z
