year,school_code_std,school_name,school_division,school_kind,estb,status,region,zone,metro,enrolled_total,scale,campus_count
2026,0000334,신구대학교,전문대학,전문대학,사립,기존,경기,수도권,수도권,6017,대규모,1
2026,0000106,신라대학교,대학,대학교,사립,기존,부산,동남권,비수도권,7145,중규모,1
2026,0000335,신성대학교,전문대학,전문대학,사립,기존,충남,충청권,비수도권,2882,중규모,1
2026,0000339,신안산대학교,전문대학,전문대학,사립,기존,경기,수도권,수도권,3647,중규모,1
2026,0000509,신한대학교,대학,대학교,사립,기존,경기,수도권,수도권,7100,중규모,2
2026,0000558,아신대학교,대학,대학교,사립,기존,경기,수도권,수도권,376,소규모,1
2026,0000108,아주대학교,대학,대학교,사립,기존,경기,수도권,수도권,10752,대규모,1
2026,0000338,안동과학대학교,전문대학,전문대학,사립,기존,경북,대경권,비수도권,2058,중규모,1
2026,0000340,안산대학교,전문대학,전문대학,사립,기존,경기,수도권,수도권,4705,대규모,1
2026,0000109,안양대학교,대학,대학교,사립,기존,경기,수도권,수도권,4939,소규모,2
2026,0000343,여주대학교,전문대학,전문대학,사립,기존,경기,수도권,수도권,2959,중규모,1
2026,0000341,연성대학교,전문대학,전문대학,사립,기존,경기,수도권,수도권,6082,대규모,1
2026,0000110,연세대학교,대학,대학교,사립,기존,서울,수도권,수도권,28022,대규모,2
2026,0000530,연암공과대학교,전문대학,전문대학,사립,기존,경남,동남권,비수도권,1012,소규모,1
2026,0000529,연암대학교,전문대학,전문대학,사립,기존,충남,충청권,비수도권,1080,소규모,1
2026,0000111,영남대학교,대학,대학교,사립,기존,경북,대경권,비수도권,20783,대규모,1
2026,0000112,영남신학대학교,대학,대학교,사립,기존,경북,대경권,비수도권,436,소규모,1
2026,0000257,영남외국어대학,전문대학,전문대학,사립,기존,경북,대경권,비수도권,432,소규모,1
2026,0000346,영남이공대학교,전문대학,전문대학,사립,기존,대구,대경권,비수도권,6123,대규모,1
2026,0000181,영산대학교,대학,대학교,사립,기존,부산,동남권,비수도권,5773,중규모,2
2026,0000114,영산선학대학교,대학,대학교,사립,기존,전남,서남권,비수도권,21,소규모,1
2026,0000349,영진전문대학교,전문대학,전문대학,사립,기존,대구,대경권,비수도권,7770,대규모,1
